GID_1,poverty_range,poverty_rate
NGA.9.7_1,GSAP2_po_2,74.445
NGA.9.7_1,GSAP2_poor,20.925
NGA.9.8_1,GSAP2_po_1,75.38
NGA.9.8_1,GSAP2_po_2,94
NGA.9.8_1,GSAP2_poor,36.29
NGA.9.9_1,GSAP2_po_1,70.49
NGA.9.9_1,GSAP2_po_2,92.425
NGA.9.9_1,GSAP2_poor,31.62
RWA.1.1_1,GSAP2_po_1,81.74333333
RWA.1.1_1,GSAP2_po_2,93.855
RWA.1.1_1,GSAP2_poor,54.31833333
RWA.1.2_1,GSAP2_po_1,83.9375
RWA.1.2_1,GSAP2_po_2,94.72625
RWA.1.2_1,GSAP2_poor,57.82875
RWA.1.3_1,GSAP2_po_1,76.78125
RWA.1.3_1,GSAP2_po_2,91.115
RWA.1.3_1,GSAP2_poor,48.6225
RWA.1.4_1,GSAP2_po_1,81.94
RWA.1.4_1,GSAP2_po_2,93.97
RWA.1.4_1,GSAP2_poor,56.03166667
RWA.1.5_1,GSAP2_po_1,71.91857143
RWA.1.5_1,GSAP2_po_2,87.05571429
RWA.1.5_1,GSAP2_poor,45.08
RWA.2.1_1,GSAP2_po_1,89.77333333
RWA.2.1_1,GSAP2_po_2,97.11833333
RWA.2.1_1,GSAP2_poor,70.87833333
RWA.2.2_1,GSAP2_po_1,87.112
RWA.2.2_1,GSAP2_po_2,95.87
RWA.2.2_1,GSAP2_poor,65.196
RWA.2.3_1,GSAP2_po_1,74.84714286
RWA.2.3_1,GSAP2_po_2,89.74
RWA.2.3_1,GSAP2_poor,47.84
RWA.2.4_1,GSAP2_po_1,82.62833333
RWA.2.4_1,GSAP2_po_2,94.635
RWA.2.4_1,GSAP2_poor,54.16666667
RWA.2.5_1,GSAP2_po_1,86.29
RWA.2.5_1,GSAP2_po_2,95.89125
RWA.2.5_1,GSAP2_poor,62.70875
RWA.2.6_1,GSAP2_po_1,86.16
RWA.2.6_1,GSAP2_po_2,95.78571429
RWA.2.6_1,GSAP2_poor,63.47857143
RWA.2.7_1,GSAP2_po_1,89.65375
RWA.2.7_1,GSAP2_po_2,97.01
RWA.2.7_1,GSAP2_poor,71.06
RWA.2.8_1,GSAP2_po_1,82.47714286
RWA.2.8_1,GSAP2_po_2,93.96285714
RWA.2.8_1,GSAP2_poor,55.86285714
RWA.3.1_1,GSAP2_po_1,72.535
RWA.3.1_1,GSAP2_po_2,87.723
RWA.3.1_1,GSAP2_poor,48.783
RWA.3.2_1,GSAP2_po_1,81.29333333
RWA.3.2_1,GSAP2_po_2,95.10666667
RWA.3.2_1,GSAP2_poor,51.145
RWA.3.3_1,GSAP2_po_1,80.45
RWA.3.3_1,GSAP2_po_2,94.37
RWA.3.3_1,GSAP2_poor,51.125
RWA.3.4_1,GSAP2_po_1,84.786
RWA.3.4_1,GSAP2_po_2,95.608
RWA.3.4_1,GSAP2_poor,59.65
RWA.3.5_1,GSAP2_po_1,80.9
RWA.3.5_1,GSAP2_po_2,94.17333333
RWA.3.5_1,GSAP2_poor,52.83666667
RWA.3.6_1,GSAP2_po_1,81.028
RWA.3.6_1,GSAP2_po_2,94.634
RWA.3.6_1,GSAP2_poor,53.198
RWA.3.7_1,GSAP2_po_1,69.13625
RWA.3.7_1,GSAP2_po_2,85.91875
RWA.3.7_1,GSAP2_poor,40.705
RWA.4.1_1,GSAP2_po_1,87.84571429
RWA.4.1_1,GSAP2_po_2,96.31714286
RWA.4.1_1,GSAP2_poor,64.03
RWA.4.2_1,GSAP2_po_1,86.615
RWA.4.2_1,GSAP2_po_2,96.36833333
RWA.4.2_1,GSAP2_poor,60.04833333
RWA.4.3_1,GSAP2_po_1,84.49
RWA.4.3_1,GSAP2_po_2,94.89571429
RWA.4.3_1,GSAP2_poor,59.61571429
RWA.4.4_1,GSAP2_po_1,89.064
RWA.4.4_1,GSAP2_po_2,96.812
RWA.4.4_1,GSAP2_poor,67.844
RWA.4.5_1,GSAP2_po_1,84.785
RWA.4.5_1,GSAP2_po_2,95.1525
RWA.4.5_1,GSAP2_poor,60.16
RWA.4.6_1,GSAP2_po_1,90.27166667
RWA.4.6_1,GSAP2_po_2,97.33666667
RWA.4.6_1,GSAP2_poor,71.89333333
RWA.4.7_1,GSAP2_po_1,85.676
RWA.4.7_1,GSAP2_po_2,95.532
RWA.4.7_1,GSAP2_poor,60.746
RWA.5.1_1,GSAP2_po_1,59.95666667
RWA.5.1_1,GSAP2_po_2,79.045
RWA.5.1_1,GSAP2_poor,34.675
RWA.5.2_1,GSAP2_po_1,53.068
RWA.5.2_1,GSAP2_po_2,74.712
RWA.5.2_1,GSAP2_poor,28.85
RWA.5.3_1,GSAP2_po_1,59.77166667
RWA.5.3_1,GSAP2_po_2,78.23333333
RWA.5.3_1,GSAP2_poor,36.65833333
SDN.1.1_1,GSAP2_po_1,35.35666667
SDN.1.1_1,GSAP2_po_2,74.51333333
SDN.1.1_1,GSAP2_poor,6.18
SDN.1.2_1,GSAP2_po_1,41.95
SDN.1.2_1,GSAP2_po_2,82.42
SDN.1.2_1,GSAP2_poor,8.045
SDN.1.3_1,GSAP2_po_1,39.42
SDN.1.3_1,GSAP2_po_2,80.61
SDN.1.3_1,GSAP2_poor,7.786666667
SDN.1.4_1,GSAP2_po_1,41.95
SDN.1.4_1,GSAP2_po_2,82.42
SDN.1.4_1,GSAP2_poor,8.045
SDN.1.5_1,GSAP2_po_1,39.47
SDN.1.5_1,GSAP2_po_2,80.69
SDN.1.5_1,GSAP2_poor,6.475
SDN.1.6_1,GSAP2_po_1,41.07333333
SDN.1.6_1,GSAP2_po_2,81.76333333
SDN.1.6_1,GSAP2_poor,8.833333333
SDN.1.7_1,GSAP2_po_1,36.255
SDN.1.7_1,GSAP2_po_2,79.965
SDN.1.7_1,GSAP2_poor,7.7
SDN.10.1_1,GSAP2_po_1,34.5025
SDN.10.1_1,GSAP2_po_2,72.8825
SDN.10.1_1,GSAP2_poor,8.9675
SDN.10.2_1,GSAP2_po_1,45.175
SDN.10.2_1,GSAP2_po_2,81.05
SDN.10.2_1,GSAP2_poor,13.8025
SDN.10.3_1,GSAP2_po_1,30.35
SDN.10.3_1,GSAP2_po_2,73.995
SDN.10.3_1,GSAP2_poor,4.995
SDN.10.4_1,GSAP2_po_1,42.796
SDN.10.4_1,GSAP2_po_2,81.016
SDN.10.4_1,GSAP2_poor,9.51
SDN.11.1_1,GSAP2_po_1,44.26
SDN.11.1_1,GSAP2_po_2,81.21666667
SDN.11.1_1,GSAP2_poor,11.93666667
SDN.11.2_1,GSAP2_po_1,42.455
SDN.11.2_1,GSAP2_po_2,79.08
SDN.11.2_1,GSAP2_poor,13.215
SDN.11.3_1,GSAP2_po_1,39.61666667
SDN.11.3_1,GSAP2_po_2,77.34666667
SDN.11.3_1,GSAP2_poor,12.98
SDN.11.4_1,GSAP2_po_1,56.28
SDN.11.4_1,GSAP2_po_2,84.22
SDN.11.4_1,GSAP2_poor,21.75
SDN.12.1_1,GSAP2_po_1,39.3825
SDN.12.1_1,GSAP2_po_2,78.11
SDN.12.1_1,GSAP2_poor,9.5325
SDN.12.2_1,GSAP2_po_1,28.63
SDN.12.2_1,GSAP2_po_2,73.94
SDN.12.2_1,GSAP2_poor,4.68
SDN.12.3_1,GSAP2_po_1,25.4
SDN.12.3_1,GSAP2_po_2,66.32
SDN.12.3_1,GSAP2_poor,3.565
SDN.12.4_1,GSAP2_po_1,31.285
SDN.12.4_1,GSAP2_po_2,73.91
SDN.12.4_1,GSAP2_poor,8.595
SDN.12.5_1,GSAP2_po_1,28.63
SDN.12.5_1,GSAP2_po_2,73.94
SDN.12.5_1,GSAP2_poor,4.68
SDN.12.6_1,GSAP2_po_1,28.24666667
SDN.12.6_1,GSAP2_po_2,68.84
SDN.12.6_1,GSAP2_poor,6.546666667
SDN.13.1_1,GSAP2_po_1,51.92
SDN.13.1_1,GSAP2_po_2,84.6425
SDN.13.1_1,GSAP2_poor,17.14
SDN.13.2_1,GSAP2_po_1,42.2425
SDN.13.2_1,GSAP2_po_2,81.7975
SDN.13.2_1,GSAP2_poor,8.615
SDN.13.3_1,GSAP2_po_1,58.29
SDN.13.3_1,GSAP2_po_2,87.8675
SDN.13.3_1,GSAP2_poor,26.8825
SDN.14.1_1,GSAP2_po_1,79.00666667
SDN.14.1_1,GSAP2_po_2,92.45
SDN.14.1_1,GSAP2_poor,56.99
SDN.14.2_1,GSAP2_po_1,65.73
SDN.14.2_1,GSAP2_po_2,86.21
SDN.14.2_1,GSAP2_poor,33.55666667
SDN.14.3_1,GSAP2_po_1,57.89
SDN.14.3_1,GSAP2_po_2,85.34
SDN.14.3_1,GSAP2_poor,19.02
SDN.14.4_1,GSAP2_po_1,58.72
SDN.14.4_1,GSAP2_po_2,85.42666667
SDN.14.4_1,GSAP2_poor,17.84666667
SDN.14.5_1,GSAP2_po_1,57.89
SDN.14.5_1,GSAP2_po_2,85.34
SDN.14.5_1,GSAP2_poor,19.02
SDN.15.1_1,GSAP2_po_1,73.505
SDN.15.1_1,GSAP2_po_2,94.08
SDN.15.1_1,GSAP2_poor,42.06
SDN.15.2_1,GSAP2_po_1,55.475
SDN.15.2_1,GSAP2_po_2,86.855
SDN.15.2_1,GSAP2_poor,18.555
SDN.15.3_1,GSAP2_po_1,55.81
SDN.15.3_1,GSAP2_po_2,88.87
SDN.15.3_1,GSAP2_poor,13.68
SDN.15.4_1,GSAP2_po_1,63.215
SDN.15.4_1,GSAP2_po_2,89.59
SDN.15.4_1,GSAP2_poor,29.6625
SDN.15.5_1,GSAP2_po_1,81.78333333
SDN.15.5_1,GSAP2_po_2,95.95
SDN.15.5_1,GSAP2_poor,59.09333333
SDN.16.1_1,GSAP2_po_1,59.482
SDN.16.1_1,GSAP2_po_2,83.854
SDN.16.1_1,GSAP2_poor,25.414
SDN.17.1_1,GSAP2_po_1,77.575
SDN.17.1_1,GSAP2_po_2,93.07
SDN.17.1_1,GSAP2_poor,56.66666667
SDN.17.2_1,GSAP2_po_1,55.475
SDN.17.2_1,GSAP2_po_2,86.855
SDN.17.2_1,GSAP2_poor,18.555
SDN.17.3_1,GSAP2_po_1,58.60333333
SDN.17.3_1,GSAP2_po_2,88.36
SDN.17.3_1,GSAP2_poor,19.63333333
SDN.17.4_1,GSAP2_po_1,58.425
SDN.17.4_1,GSAP2_po_2,87.605
SDN.17.4_1,GSAP2_poor,19.48
SDN.17.5_1,GSAP2_po_1,69.76333333
SDN.17.5_1,GSAP2_po_2,91.13333333
SDN.17.5_1,GSAP2_poor,43.42333333
SDN.18.1_1,GSAP2_po_1,52.925
SDN.18.1_1,GSAP2_po_2,85.1
SDN.18.1_1,GSAP2_poor,17.265
SDN.18.2_1,GSAP2_po_1,35.35666667
SDN.18.2_1,GSAP2_po_2,74.51333333
SDN.18.2_1,GSAP2_poor,6.18
SDN.18.3_1,GSAP2_po_1,60.41
SDN.18.3_1,GSAP2_po_2,88.36666667
SDN.18.3_1,GSAP2_poor,30.65
SDN.18.4_1,GSAP2_po_1,63.215
SDN.18.4_1,GSAP2_po_2,89.59
SDN.18.4_1,GSAP2_poor,29.6625
SDN.2.1_1,GSAP2_po_1,33.7625
SDN.2.1_1,GSAP2_po_2,73.49
SDN.2.1_1,GSAP2_poor,6.9775
SDN.2.2_1,GSAP2_po_1,45.66666667
SDN.2.2_1,GSAP2_po_2,79.47
SDN.2.2_1,GSAP2_poor,16.02666667
SDN.2.3_1,GSAP2_po_1,45.75
SDN.2.3_1,GSAP2_po_2,81.9
SDN.2.3_1,GSAP2_poor,7.96
SDN.2.4_1,GSAP2_po_1,51.91666667
SDN.2.4_1,GSAP2_po_2,84.06666667
SDN.2.4_1,GSAP2_poor,17.66
SDN.2.5_1,GSAP2_po_1,39.42
SDN.2.5_1,GSAP2_po_2,80.61
SDN.2.5_1,GSAP2_poor,7.786666667
SDN.3.1_1,GSAP2_po_1,71.565
SDN.3.1_1,GSAP2_po_2,92.83
SDN.3.1_1,GSAP2_poor,43.01
SDN.3.2_1,GSAP2_po_1,70.27666667
SDN.3.2_1,GSAP2_po_2,91.85666667
SDN.3.2_1,GSAP2_poor,40.91333333
SDN.3.3_1,GSAP2_po_1,45.625
SDN.3.3_1,GSAP2_po_2,83.41
SDN.3.3_1,GSAP2_poor,12.995
SDN.3.4_1,GSAP2_po_1,71.565
SDN.3.4_1,GSAP2_po_2,92.83
SDN.3.4_1,GSAP2_poor,43.01
SDN.3.5_1,GSAP2_po_1,59.815
SDN.3.5_1,GSAP2_po_2,88.14
SDN.3.5_1,GSAP2_poor,26.15
SDN.4.1_1,GSAP2_po_1,66.58
SDN.4.1_1,GSAP2_po_2,86.85
SDN.4.1_1,GSAP2_poor,33.1475
SDN.4.2_1,GSAP2_po_1,58.72
SDN.4.2_1,GSAP2_po_2,85.42666667
SDN.4.2_1,GSAP2_poor,17.84666667
SDN.5.1_1,GSAP2_po_1,74.15
SDN.5.1_1,GSAP2_po_2,92.72
SDN.5.1_1,GSAP2_poor,46.726
SDN.5.2_1,GSAP2_po_1,61.375
SDN.5.2_1,GSAP2_po_2,88.355
SDN.5.2_1,GSAP2_poor,20.405
SDN.6.1_1,GSAP2_po_1,39.61666667
SDN.6.1_1,GSAP2_po_2,77.34666667
SDN.6.1_1,GSAP2_poor,12.98
SDN.6.2_1,GSAP2_po_1,45.11
SDN.6.2_1,GSAP2_po_2,79.05
SDN.6.2_1,GSAP2_poor,17.13
SDN.6.3_1,GSAP2_po_1,33.94
SDN.6.3_1,GSAP2_po_2,73.88
SDN.6.3_1,GSAP2_poor,12.51
SDN.6.4_1,GSAP2_po_1,31.285
SDN.6.4_1,GSAP2_po_2,73.91
SDN.6.4_1,GSAP2_poor,8.595
SDN.6.5_1,GSAP2_po_1,32.6225
SDN.6.5_1,GSAP2_po_2,72.105
SDN.6.5_1,GSAP2_poor,6.9
SDN.7.1_1,GSAP2_po_1,38.655
SDN.7.1_1,GSAP2_po_2,71.77
SDN.7.1_1,GSAP2_poor,12.94
SDN.7.2_1,GSAP2_po_1,22.17
SDN.7.2_1,GSAP2_po_2,58.7
SDN.7.2_1,GSAP2_poor,2.45
SDN.7.3_1,GSAP2_po_1,22.17
SDN.7.3_1,GSAP2_po_2,58.7
SDN.7.3_1,GSAP2_poor,2.45
SDN.7.4_1,GSAP2_po_1,38.655
SDN.7.4_1,GSAP2_po_2,71.77
SDN.7.4_1,GSAP2_poor,12.94
SDN.7.5_1,GSAP2_po_1,33.70333333
SDN.7.5_1,GSAP2_po_2,73.36
SDN.7.5_1,GSAP2_poor,5.133333333
SDN.7.6_1,GSAP2_po_1,35.35666667
SDN.7.6_1,GSAP2_po_2,74.51333333
SDN.7.6_1,GSAP2_poor,6.18
SDN.7.7_1,GSAP2_po_1,36.44
SDN.7.7_1,GSAP2_po_2,72.03
SDN.7.7_1,GSAP2_poor,6.775
SDN.8.1_1,GSAP2_po_1,58.72
SDN.8.1_1,GSAP2_po_2,85.42666667
SDN.8.1_1,GSAP2_poor,17.84666667
SDN.8.2_1,GSAP2_po_1,59.135
SDN.8.2_1,GSAP2_po_2,85.47
SDN.8.2_1,GSAP2_poor,17.26
SDN.8.3_1,GSAP2_po_1,57.55333333
SDN.8.3_1,GSAP2_po_2,82.99333333
SDN.8.3_1,GSAP2_poor,22.69
SDN.8.4_1,GSAP2_po_1,50.69
SDN.8.4_1,GSAP2_po_2,83.42
SDN.8.4_1,GSAP2_poor,16.84333333
SDN.8.5_1,GSAP2_po_1,59.29666667
SDN.8.5_1,GSAP2_po_2,87.18333333
SDN.8.5_1,GSAP2_poor,21.41333333
SDN.9.1_1,GSAP2_po_1,55.475
SDN.9.1_1,GSAP2_po_2,86.855
SDN.9.1_1,GSAP2_poor,18.555
SDN.9.2_1,GSAP2_po_1,42.67333333
SDN.9.2_1,GSAP2_po_2,76.3
SDN.9.2_1,GSAP2_poor,12.32666667
SDN.9.3_1,GSAP2_po_1,52.925
SDN.9.3_1,GSAP2_po_2,85.1
SDN.9.3_1,GSAP2_poor,17.265
SDN.9.4_1,GSAP2_po_1,60
SDN.9.4_1,GSAP2_po_2,88.105
SDN.9.4_1,GSAP2_poor,22.61
SDN.9.5_1,GSAP2_po_1,53.88666667
SDN.9.5_1,GSAP2_po_2,86.35666667
SDN.9.5_1,GSAP2_poor,16.07
SEN.1.1_1,GSAP2_po_1,11.34
SEN.1.1_1,GSAP2_po_2,50.56
SEN.1.1_1,GSAP2_poor,2.52
SEN.1.2_1,GSAP2_po_1,11.34
SEN.1.2_1,GSAP2_po_2,50.56
SEN.1.2_1,GSAP2_poor,2.52
SEN.1.3_1,GSAP2_po_1,11.34
SEN.1.3_1,GSAP2_po_2,50.56
SEN.1.3_1,GSAP2_poor,2.52
SEN.1.4_1,GSAP2_po_1,34.06
SEN.1.4_1,GSAP2_po_2,68.07
SEN.1.4_1,GSAP2_poor,12.715
SEN.10.1_1,GSAP2_po_1,47.84666667
SEN.10.1_1,GSAP2_po_2,76.93333333
SEN.10.1_1,GSAP2_poor,14.04666667
SEN.10.2_1,GSAP2_po_1,46.28333333
SEN.10.2_1,GSAP2_po_2,78.56166667
SEN.10.2_1,GSAP2_poor,14.795
SEN.10.3_1,GSAP2_po_1,47.84666667
SEN.10.3_1,GSAP2_po_2,76.93333333
SEN.10.3_1,GSAP2_poor,14.04666667
SEN.11.1_1,GSAP2_po_1,65.21
SEN.11.1_1,GSAP2_po_2,87.488
SEN.11.1_1,GSAP2_poor,37.728
SEN.11.2_1,GSAP2_po_1,84.3
SEN.11.2_1,GSAP2_po_2,94.934
SEN.11.2_1,GSAP2_poor,62.176
SEN.11.3_1,GSAP2_po_1,82.27
SEN.11.3_1,GSAP2_po_2,94.72666667
SEN.11.3_1,GSAP2_poor,55.49333333
SEN.12.1_1,GSAP2_po_1,66.69
SEN.12.1_1,GSAP2_po_2,92.152
SEN.12.1_1,GSAP2_poor,34.04
SEN.12.2_1,GSAP2_po_1,77.14
SEN.12.2_1,GSAP2_po_2,95.12333333
SEN.12.2_1,GSAP2_poor,44.71666667
SEN.12.3_1,GSAP2_po_1,73.905
SEN.12.3_1,GSAP2_po_2,94.6525
SEN.12.3_1,GSAP2_poor,36.745
SEN.12.4_1,GSAP2_po_1,70.44857143
SEN.12.4_1,GSAP2_po_2,92.4
SEN.12.4_1,GSAP2_poor,37.44428571
SEN.13.1_1,GSAP2_po_1,57.605
SEN.13.1_1,GSAP2_po_2,82.6175
SEN.13.1_1,GSAP2_poor,28.3825
SEN.13.2_1,GSAP2_po_1,48.24666667
SEN.13.2_1,GSAP2_po_2,77.39
SEN.13.2_1,GSAP2_poor,19.51666667
SEN.13.3_1,GSAP2_po_1,64.79
SEN.13.3_1,GSAP2_po_2,90.56333333
SEN.13.3_1,GSAP2_poor,22.96
SEN.14.1_1,GSAP2_po_1,64.99
SEN.14.1_1,GSAP2_po_2,86.55
SEN.14.1_1,GSAP2_poor,36.58
SEN.14.2_1,GSAP2_po_1,81.28
SEN.14.2_1,GSAP2_po_2,93.47
SEN.14.2_1,GSAP2_poor,60.235
SEN.14.3_1,GSAP2_po_1,83.29
SEN.14.3_1,GSAP2_po_2,94.98666667
SEN.14.3_1,GSAP2_poor,58.14
SEN.2.1_1,GSAP2_po_1,73.02666667
SEN.2.1_1,GSAP2_po_2,93.30333333
SEN.2.1_1,GSAP2_poor,37.00333333
SEN.2.2_1,GSAP2_po_1,70.0125
SEN.2.2_1,GSAP2_po_2,92.4975
SEN.2.2_1,GSAP2_poor,30.965
SEN.2.3_1,GSAP2_po_1,76.8675
SEN.2.3_1,GSAP2_po_2,95.2875
SEN.2.3_1,GSAP2_poor,36.675
SEN.3.1_1,GSAP2_po_1,72.8225
SEN.3.1_1,GSAP2_po_2,93.1025
SEN.3.1_1,GSAP2_poor,39.1625
SEN.3.2_1,GSAP2_po_1,68.15333333
SEN.3.2_1,GSAP2_po_2,92.39666667
SEN.3.2_1,GSAP2_poor,36.81333333
SEN.3.3_1,GSAP2_po_1,79.6775
SEN.3.3_1,GSAP2_po_2,95.8925
SEN.3.3_1,GSAP2_poor,44.8725
SEN.4.1_1,GSAP2_po_1,78.205
SEN.4.1_1,GSAP2_po_2,94.62
SEN.4.1_1,GSAP2_poor,45.695
SEN.4.2_1,GSAP2_po_1,76.455
SEN.4.2_1,GSAP2_po_2,94.975
SEN.4.2_1,GSAP2_poor,42.18
SEN.4.3_1,GSAP2_po_1,71.318
SEN.4.3_1,GSAP2_po_2,93.738
SEN.4.3_1,GSAP2_poor,31.966
SEN.4.4_1,GSAP2_po_1,76.8675
SEN.4.4_1,GSAP2_po_2,95.2875
SEN.4.4_1,GSAP2_poor,36.675
SEN.5.1_1,GSAP2_po_1,80.69666667
SEN.5.1_1,GSAP2_po_2,95.84666667
SEN.5.1_1,GSAP2_poor,48.79
SEN.5.2_1,GSAP2_po_1,80.69666667
SEN.5.2_1,GSAP2_po_2,95.84666667
SEN.5.2_1,GSAP2_poor,48.79
SEN.5.3_1,GSAP2_po_1,70.478
SEN.5.3_1,GSAP2_po_2,93.258
SEN.5.3_1,GSAP2_poor,35.708
SEN.6.1_1,GSAP2_po_1,77.85333333
SEN.6.1_1,GSAP2_po_2,94.41
SEN.6.1_1,GSAP2_poor,46.25666667
SEN.6.2_1,GSAP2_po_1,73.9925
SEN.6.2_1,GSAP2_po_2,93.82
SEN.6.2_1,GSAP2_poor,40.585
SEN.6.3_1,GSAP2_po_1,73.5575
SEN.6.3_1,GSAP2_po_2,94.58
SEN.6.3_1,GSAP2_poor,39.1925
SEN.7.1_1,GSAP2_po_1,87.99
SEN.7.1_1,GSAP2_po_2,97.315
SEN.7.1_1,GSAP2_poor,59.705
SEN.7.2_1,GSAP2_po_1,63.924
SEN.7.2_1,GSAP2_po_2,88.938
SEN.7.2_1,GSAP2_poor,32.354
SEN.7.3_1,GSAP2_po_1,74.378
SEN.7.3_1,GSAP2_po_2,92.282
SEN.7.3_1,GSAP2_poor,46.316
SEN.8.1_1,GSAP2_po_1,64.79
SEN.8.1_1,GSAP2_po_2,90.56333333
SEN.8.1_1,GSAP2_poor,22.96
SEN.8.2_1,GSAP2_po_1,68.794
SEN.8.2_1,GSAP2_po_2,92.568
SEN.8.2_1,GSAP2_poor,28.552
SEN.8.3_1,GSAP2_po_1,58.51
SEN.8.3_1,GSAP2_po_2,88.61
SEN.8.3_1,GSAP2_poor,15.965
SEN.9.1_1,GSAP2_po_1,55.6775
SEN.9.1_1,GSAP2_po_2,86.435
SEN.9.1_1,GSAP2_poor,26.165
SEN.9.2_1,GSAP2_po_1,51.94666667
SEN.9.2_1,GSAP2_po_2,85.30666667
SEN.9.2_1,GSAP2_poor,19.59
SEN.9.3_1,GSAP2_po_1,69.782
SEN.9.3_1,GSAP2_po_2,92.694
SEN.9.3_1,GSAP2_poor,31.312
SLE.1.1_1,GSAP2_po_1,83.565
SLE.1.1_1,GSAP2_po_2,97.28833333
SLE.1.1_1,GSAP2_poor,49.72166667
SLE.1.2_1,GSAP2_po_1,86.81125
SLE.1.2_1,GSAP2_po_2,97.76375
SLE.1.2_1,GSAP2_poor,56.6375
SLE.1.3_1,GSAP2_po_1,83.72333333
SLE.1.3_1,GSAP2_po_2,96.94666667
SLE.1.3_1,GSAP2_poor,50.28666667
SLE.2.1_1,GSAP2_po_1,82.55285714
SLE.2.1_1,GSAP2_po_2,96.58571429
SLE.2.1_1,GSAP2_poor,44.91142857
SLE.2.2_1,GSAP2_po_1,81.19
SLE.2.2_1,GSAP2_po_2,97.1525
SLE.2.2_1,GSAP2_poor,38.8875
SLE.2.3_1,GSAP2_po_1,80.47333333
SLE.2.3_1,GSAP2_po_2,95.78
SLE.2.3_1,GSAP2_poor,47.28833333
SLE.2.4_1,GSAP2_po_1,81.65166667
SLE.2.4_1,GSAP2_po_2,95.06166667
SLE.2.4_1,GSAP2_poor,45.21833333
SLE.2.5_1,GSAP2_po_1,87.64625
SLE.2.5_1,GSAP2_po_2,97.6175
SLE.2.5_1,GSAP2_poor,54.075
SLE.3.1_1,GSAP2_po_1,88.16166667
SLE.3.1_1,GSAP2_po_2,97.45
SLE.3.1_1,GSAP2_poor,57.53833333
SLE.3.2_1,GSAP2_po_1,85.7175
SLE.3.2_1,GSAP2_po_2,96.83
SLE.3.2_1,GSAP2_poor,53.46
SLE.3.3_1,GSAP2_po_1,78.82
SLE.3.3_1,GSAP2_po_2,93.76333333
SLE.3.3_1,GSAP2_poor,45.30166667
SLE.3.4_1,GSAP2_po_1,85.672
SLE.3.4_1,GSAP2_po_2,97.168
SLE.3.4_1,GSAP2_poor,55.486
SLE.4.1_1,GSAP2_po_1,74.01
SLE.4.1_1,GSAP2_po_2,91.44
SLE.4.1_1,GSAP2_poor,38.68333333
SLE.4.2_1,GSAP2_po_1,43.33
SLE.4.2_1,GSAP2_po_2,77.74
SLE.4.2_1,GSAP2_poor,13.28
SOM.1.2_1,GSAP2_po_1,43.17
SOM.1.2_1,GSAP2_po_2,90.23
SOM.1.2_1,GSAP2_poor,17.37
SOM.1.4_1,GSAP2_po_1,48.24
SOM.1.4_1,GSAP2_po_2,80.56333333
SOM.1.4_1,GSAP2_poor,21.69
SOM.10.1_1,GSAP2_po_1,84.645
SOM.10.1_1,GSAP2_po_2,96.615
SOM.10.1_1,GSAP2_poor,48.73
SOM.10.2_1,GSAP2_po_1,81.38
SOM.10.2_1,GSAP2_po_2,95.06
SOM.10.2_1,GSAP2_poor,51.66
SOM.11.1_1,GSAP2_po_1,43.17
SOM.11.1_1,GSAP2_po_2,90.23
SOM.11.1_1,GSAP2_poor,17.37
SOM.11.2_1,GSAP2_po_1,43.17
SOM.11.2_1,GSAP2_po_2,90.23
SOM.11.2_1,GSAP2_poor,17.37
SOM.12.1_1,GSAP2_po_1,43.17
SOM.12.1_1,GSAP2_po_2,90.23
SOM.12.1_1,GSAP2_poor,17.37
SOM.16.2_1,GSAP2_po_1,43.17
SOM.16.2_1,GSAP2_po_2,90.23
SOM.16.2_1,GSAP2_poor,17.37
SOM.17.1_1,GSAP2_po_1,43.17
SOM.17.1_1,GSAP2_po_2,90.23
SOM.17.1_1,GSAP2_poor,17.37
SOM.17.2_1,GSAP2_po_1,43.17
SOM.17.2_1,GSAP2_po_2,90.23
SOM.17.2_1,GSAP2_poor,17.37
SOM.17.3_1,GSAP2_po_1,43.17
SOM.17.3_1,GSAP2_po_2,90.23
SOM.17.3_1,GSAP2_poor,17.37
SOM.18.2_1,GSAP2_po_1,43.17
SOM.18.2_1,GSAP2_po_2,90.23
SOM.18.2_1,GSAP2_poor,17.37
SOM.18.3_1,GSAP2_po_1,43.17
SOM.18.3_1,GSAP2_po_2,90.23
SOM.18.3_1,GSAP2_poor,17.37
SOM.2.1_1,GSAP2_po_1,43.17
SOM.2.1_1,GSAP2_po_2,90.23
SOM.2.1_1,GSAP2_poor,17.37
SOM.2.2_1,GSAP2_po_1,43.17
SOM.2.2_1,GSAP2_po_2,90.23
SOM.2.2_1,GSAP2_poor,17.37
SOM.6.1_1,GSAP2_po_1,43.17
SOM.6.1_1,GSAP2_po_2,90.23
SOM.6.1_1,GSAP2_poor,17.37
SOM.7.1_1,GSAP2_po_1,88.95
SOM.7.1_1,GSAP2_po_2,97.96
SOM.7.1_1,GSAP2_poor,56.51
SOM.7.2_1,GSAP2_po_1,89.99
SOM.7.2_1,GSAP2_po_2,97.75
SOM.7.2_1,GSAP2_poor,67.22
SOM.7.3_1,GSAP2_po_1,89.99
SOM.7.3_1,GSAP2_po_2,97.75
SOM.7.3_1,GSAP2_poor,67.22
SOM.7.4_1,GSAP2_po_1,66.58
SOM.7.4_1,GSAP2_po_2,93.99
SOM.7.4_1,GSAP2_poor,42.295
SOM.7.6_1,GSAP2_po_1,43.17
